pid,nom_prod,prix,quantite_disp,,disponibilite,marque,poids,couleur,garantie
 636,Smartphone Samsung Galaxy S11,790,196,,Disponible,samsung,0.4,bleu,false
 637,Smartphone Samsung Galaxy SS plus,769,110,,Disponible,samsung,0.3,rouge,true
 638,Apple iPhone SE 2G,770,23,,Disponible,apple,0.3,vert,false
 639,Smartphone Samsung Galaxy A10,587,122,,Disponible,samsung,0.2,blanc,false
 640,Smartphone Honor 9X,297,24,,Disponible,honor,0.2,noir,false
 641,Smartphone Honor XL,785,32,,Disponible,honor,0.5,bleu,true
 642,Smartphone Honor XS,392,77,,Disponible,honor,0.3,or,true
 643,Smartphone Honor 9X,733,130,,Disponible,honor,0.3,argent,false
 644,Smartphone Xiaomi Mi 11 Lite ,247,197,,Disponible,xiaomi,0.3,or,false
 645,Smartphone Samsung Galaxy A10s,201,74,,Disponible,samsung,0.4,blanc,true
 646,Smartphone Samsung Galaxy A10s plus,745,0,,Disponible,samsung,0.3,argent,false
 647,Smartphone Honor 10 Lite,843,147,,Disponible,honor,0.3,rouge,false
 648,Smartphone Samsung Galaxy SS,645,127,,Disponible,samsung,0.3,noir,false
 649,Smartphone Honor 9X Double,452,109,,Disponible,honor,0.2,noir,true
 650,Smartphone Xiaomi Redmi 3g,702,170,,Disponible,xiaomi,0.5,argent,true
 651,Smartphone Huawei P40 Lite,864,130,,Disponible,huawei,0.3,or,true
 652,Smartphone Xiaomi Mi 11 XX,396,120,,Disponible,xiaomi,0.3,bleu,false
 653,Smartphone Huawei Duo,538,17,,Disponible,huawei,0.2,or,false
 654,Smartphone Huawei Duo XS,773,173,,Disponible,huawei,0.2,blanc,false
 655,Smartphone Huawei P45,642,142,,Disponible,huawei,0.4,bleu,false
 656,Smartphone Xiaomi Mi 11 Bold,835,146,,Disponible,xiaomi,0.3,or,true
 657,Apple iPhone 12 ,542,135,,Disponible,apple,0.5,argent,true
 658,Smartphone Huawei SL5 light,338,30,,Disponible,huawei,0.2,bleu,false
 659,Apple iPhone 12,288,129,,Disponible,apple,0.3,vert,true
 660,Smartphone Samsung Galaxy S9,883,78,,Disponible,samsung,0.3,noir,true
 661,Smartphone Huawei SL5,171,123,,Disponible,huawei,0.3,noir,false
 662,Smartphone Samsung Galaxy A20e,593,32,,Disponible,samsung,0.2,or,false
 663,Apple iphone SE,650,77,,Disponible,apple,0.5,argent,true
 664,Apple iPhone 6S plus,190,10,,Disponible,apple,0.4,or,false
 665,Apple iPhone 12 ,529,25,,Disponible,apple,0.2,argent,false
 666,Smartphone Samsung Galaxy A51,900,122,,Disponible,samsung,0.4,or,false
 667,Smartphone Xiaomi Mi 10T Bold,348,14,,Disponible,xiaomi,0.3,noir,false
 668,Smartphone Huawei IIIG light,698,168,,Disponible,huawei,0.3,bleu,false
 669,Smartphone Huawei IIIG,742,110,,Disponible,huawei,0.4,or,false
 670,Apple iPhone SE,362,47,,Disponible,apple,0.3,rouge,false
 671,Smartphone Huawei 2G light,474,118,,Disponible,huawei,0.4,argent,true
 672,Smartphone Honor Mini,339,117,,Disponible,honor,0.5,argent,true
 673,Smartphone Honor S Mini,405,33,,Disponible,honor,0.3,noir,true
 674,Smartphone Huawei 2G,712,84,,Disponible,huawei,0.4,vert,false
 675,Smartphone Xiaomi MTTV,677,168,,Disponible,xiaomi,0.3,rouge,false 
 676,Smartphone Samsung Galaxy S9,742,194,,Disponible,samsung,0.4,rouge,false
 677,Smartphone Honor BreakII,667,172,,Disponible,honor,0.4,vert,false 
 678,Smartphone Huawei PSmart,218,70,,Disponible,huawei,0.2,bleu,false
 679,Smartphone Honor BreakIII,458,156,,Disponible,honor,0.5,rouge,true
 680,Smartphone Honor BreakIII,664,196,,Disponible,honor,0.5,noir,true
 681,Smartphone Huawei PSmart,509,94,,Disponible,huawei,0.2,vert,false 
 682,Smartphone Xiaomi Redmi Note 10,473,2,,Disponible,xiaomi,0.3,vert,true
 683,Smartphone Xiaomi Mi 10T Lite,550,172,,Disponible,xiaomi,0.4,rouge,true
 684,Smartphone Huawei P40 Lite,756,54,,Disponible,huawei,0.5,bleu,true
 685,Smartphone Xiaomi Redmi Note 1G,895,188,,Disponible,xiaomi,0.3,bleu,true
 686,Apple iPhone 12 Pro Max,513,74,,Disponible,apple,0.3,bleu,false
 687,Smartphone Samsung Galaxy S4,734,123,,Disponible,samsung,0.4,argent,true
 688,Smartphone Honor 9A,880,93,,Disponible,honor,0.3,vert,true
 689,Apple iPhone XR plus,587,156,,Disponible,apple,0.5,or,true
 690,Apple iPhone XR,396,21,,Disponible,apple,0.3,bleu,true
 691,Smartphone Honor 20,845,186,,Disponible,honor,0.2,noir,true
 692,Apple iPhone SE,617,98,,Disponible,apple,0.5,vert,true
 693,Smartphone Xiaomi Redmi Note 9 Pro max,629,146,,Disponible,xiaomi,0.3,argent,false
 694,Smartphone Xiaomi Redmi Note 9 Pro,853,169,,Disponible,xiaomi,0.2,blanc,true
 695,Apple iPhone XR,587,115,,Disponible,apple,0.4,or,true
 696,Smartphone Xiaomi Mi 10T,828,0,,Disponible,xiaomi,0.4,vert,false
 697,Smartphone Samsung Galaxy S5,429,101,,Disponible,samsung,0.3,or,true 
 698,Smartphone Xiaomi Redmi Note 9S,598,6,,Disponible,xiaomi,0.5,rouge,true
 699,Smartphone Honor 9A,694,145,,Disponible,honor,0.4,rouge,false
 700,Smartphone Samsung Galaxy S8,687,124,,Disponible,samsung,0.4,blanc,false
 701,Ecran PC Lenovo D24-20,343,22,,Disponible,lenovo,1,noir,false
 702,Ecran PC Dell S2721QS-V0,187,79,,Disponible,dell,1.5,noir,true
 703,Ecran PC Samsung Odyssey G7 ,316,63,2021-06-11,Non Disponible,samsung,2,vert,true
 704,Ecran PC Gaming Samsung Odyssey G3,384,76,,Disponible,samsung,1.5,vert,true
 705,Ecran Gaming Msi Optix TT1,270,76,,Disponible,msi,2.5,vert,true
 706,Ecran Gaming Msi Optix TT4,205,8,2021-07-11,Bientôt Disponible,msi,1,blanc,true
 707,Ecran PC Gaming HP Omen,199,10,,Disponible,hp,1,vert,true
 708,Ecran Gaming Msi Optix TT2,316,58,,Disponible,msi,2.5,noir,false
 709,Ecran HP BB8,342,84,,Disponible,hp,2,noir,false
 710,Ecran Gaming Msi Optix TT3,310,70,2021-07-15,Bientôt Disponible,msi,1,noir,true
 711,Ecran Gaming Msi Optix TT1,158,63,,Disponible,msi,1.5,vert,false
 712,Ecran PC Dell S2721QS-V3,324,77,,Disponible,dell,1,blanc,true
 713,Ecran PC Dell S2721QS-V7,236,52,,Disponible,dell,1,vert,true
 714,Ecran PC Lenovo D24-25,142,84,,Disponible,lenovo,1.5,vert,false
 715,Ecran PC Dell S2721QS,285,8,,Disponible,dell,2.5,vert,false
 716,Ecran Gaming Msi Optix V2,377,29,,Disponible,msi,2.5,blanc,false
 717,Ecran Gaming Msi Optix V5,290,26,,Disponible,msi,2,vert,true
 718,Ecran HP V5-S,393,70,,Disponible,hp,1,vert,false
 719,Ecran PC Gaming Samsung Odyssey G2,176,73,,Disponible,samsung,2.5,blanc,false
 720,Ecran PC Lenovo D24-25,268,70,,Disponible,lenovo,2,blanc,false
 721,Ecran HP V5-TS,295,89,2021-08-11,Non Disponible,hp,1.5,gris,true
 722,Ecran PC Dell S2721QS-V2,199,17,,Disponible,dell,1.5,noir,true
 723,Ecran PC Gaming HP Omen,258,88,,Disponible,hp,2.5,noir,false
 724,Ecran HP 36s,190,64,,Disponible,hp,2,gris,true
 725,Ecran PC Lenovo D26,205,82,,Disponible,lenovo,1,noir,true
 726,Ecran PC Lenovo D27,382,37,2021-08-11,Bientôt Disponible,lenovo,1,gris,true
 727,Ecran HP VV2,220,91,,Disponible,hp,2,vert,true
 728,Ecran PC Lenovo D28,137,28,,Disponible,msi,2,noir,false
 729,Ecran PC Gaming HP Omen,386,34,,Disponible,hp,1,vert,true
 730,Ecran PC Gaming Samsung Odyssey G3,226,62,,Disponible,samsung,1.5,gris,true
 731,Ecran HP YMS,208,4,,Disponible,hp,2.5,noir,false
 732,Ecran PC Dell S2721QS-V5,146,36,,Disponible,dell,1.5,vert,true
 733,Ecran PC Dell S2721QS,191,6,,Disponible,dell,2.5,noir,false
 734,Ecran HP 33s,390,34,,Disponible,hp,2.5,noir,false
 735,Ecran PC Lenovo D28-V5,277,25,,Disponible,lenovo,1,gris,false
 736,Ecran PC Samsung Odyssey G4,353,68,,Disponible,samsung,2.5,noir,false
 737,Ecran PC Lenovo D11,228,80,,Disponible,lenovo,1.5,gris,false
 738,Ecran PC Gaming MSI Optix,156,22,,Disponible,msi,1,blanc,false
 739,Ecran PC Samsung Odyssey,230,37,,Disponible,samsung,2.5,vert,false
 740,Ecran PC HP V27i ,130,50,2021-07-20,Non Disponible,hp,2.5,noir,true
 741,Ecran PC Gaming Samsung Odyssey G6 ,340,39,,Disponible,samsung,1.5,vert,false
 742,Ecran PC Lenovo D33,361,86,,Disponible,lenovo,1,vert,true
 743,Ecran PC Dell S2721QS,166,94,2021-09-05,Bientôt Disponible,dell,2.5,blanc,true
 744,Ecran Gaming Msi Optix,273,64,,Disponible,msi,1.5,gris,true
 745,Ecran PC Dell S2721QS-V0,172,51,,Disponible,dell,1.5,noir,false
 746,Ecran PC Dell S2721QS-V0,144,58,,Disponible,dell,2.5,gris,true
 747,Ecran PC HP 24F,223,23,,Disponible,hp,2,gris,false
 748,Ecran Gaming MSI Optix G271,149,4,,Disponible,msi,1,noir,true
 749,Ecran PC Lenovo D61,349,2,2021-08-01,Non Disponible,lenovo,2.5,gris,false
 750,Ecran PC Dell S2721QS-V6,310,72,,Disponible,dell,1.5,gris,true
 751,Ecran PC Gaming MSI Optix,232,84,,Disponible,msi,1,blanc,true
 752,Ecran PC Gaming MSI Optix,394,62,2021-12-03,Non Disponible,msi,2.5,blanc,false
 753,Ecran PC Dell S2721QS,245,32,,Disponible,dell,2.5,vert,false
 754,Ecran HP 32s,232,33,,Disponible,hp,1,blanc,true
 755,Ecran PC Dell S2721QS-V1,384,54,,Disponible,dell,1,noir,true
 756,Ecran HP CC8,348,66,,Disponible,hp,1.5,blanc,true
 757,Ecran HP DD8,160,78,,Disponible,hp,1,vert,true
 758,Ecran PC Lenovo D24-21,354,9,,Disponible,lenovo,2,noir,true
 759,Ecran PC Gaming msi Optix G241VC,334,24,,Disponible,msi,1,noir,true
 760,Ecran PC Gaming Samsung Odyssey G6  ,383,100,2021-10-28,Bientôt Disponible,samsung,2.5,blanc,false
 761,Ecran HP 32s,391,94,,Disponible,hp,1,vert,false
 762,Ecran PC Lenovo D24-21,338,63,,Disponible,lenovo,1.5,noir,false
 763,Ecran PC Samsung Odyssey ,341,39,,Disponible,samsung,2.5,blanc,true
 764,Ecran PC Dell S2721QS-V1,378,88,,Disponible,dell,1.5,gris,false
 765,Ecran Gaming MSI Optix G241,351,70,2021-11-11,Non Disponible,msi,2.5,blanc,false
 766,Ecran HP DD8,374,42,,Disponible,hp,2.5,noir,true
 767,Ecran PC Lenovo DX5,301,66,2021-10-05,Non Disponible,lenovo,1.5,vert,false
 768,Ecran PC Lenovo DX9-20,318,31,,Disponible,lenovo,2,noir,true
 769,Ecran PC Lenovo DX4-20,152,5,,Disponible,lenovo,2.5,vert,false
 770,Ecran HP VV4,318,13,,Disponible,hp,2,vert,false
 771,Ecran PC Samsung Odyssey ,305,24,,Disponible,samsung,1.5,vert,true
 772,Ecran HP B6B,162,89,,Disponible,hp,1.5,noir,false
 773,Ecran HP 1-1,255,71,,Disponible,hp,1.5,gris,true
 774,Ecran PC Dell S2721QS-V2,360,2,,Disponible,dell,2,vert,true
 775,Ecran PC Dell S2721QS-V3,288,62,,Disponible,dell,2,gris,false
 776,Ecran Gaming MSI Optix G241,260,87,2021-06-30,Non Disponible,msi,1,noir,true
 777,Ecran PC Lenovo D24-23,303,68,,Disponible,lenovo,1,noir,false
 778,Ecran PC Lenovo D24-23,176,80,,Disponible,lenovo,2,gris,true
 779,Ecran HP VI2,364,87,2021-12-02,Bientôt Disponible,hp,2.5,vert,true
 780,Ecran HP BLAST,267,77,,Disponible,hp,2,gris,false
 781,Ecran PC Gaming Samsung Odyssey G5  ,273,26,,Disponible,samsung,2,noir,true
 782,Ecran HP 11s,195,1,,Disponible,hp,2,noir,true
 783,Ecran PC Samsung Odyssey ,184,24,2021-06-21,Non Disponible,samsung,2,blanc,true
 784,Ecran PC Dell S2721QS-V2,174,76,,Disponible,dell,2,blanc,true
 785,Ecran HP V-7B,383,80,,Disponible,hp,1,gris,true
 786,Ecran PC Gaming Samsung Odyssey G5  ,336,15,,Disponible,samsung,2,vert,true
 787,Ecran PC Samsung Odyssey ,317,69,,Disponible,samsung,1.5,gris,true
 788,Ecran HP BLC,307,70,,Disponible,hp,1,noir,false
 789,Ecran PC Samsung Odyssey ,278,0,,Disponible,samsung,2,noir,true
 790,Ecran Samsung S24R352FHU,236,57,2021-07-29,Bientôt Disponible,samsung,1,vert,true
 791,Ecran PC Dell S2721QS,320,43,,Disponible,dell,1,noir,true
 792,Ecran PC Lenovo X3Z,167,79,,Disponible,lenovo,1,vert,true
 793,Ecran PC Gaming MSI Optix,194,34,2021-12-12,Non Disponible,msi,1.5,blanc,false
 794,Ecran PC Lenovo D24-29,366,95,,Disponible,lenovo,1,gris,false
 795,Ecran PC Gaming MSI Optix,277,17,,Disponible,msi,1,blanc,false
 796,Ecran Samsung S24R352FHU,251,72,,Disponible,samsung,2.5,blanc,false
 797,Ecran HP ZLZ,181,92,,Disponible,hp,2.5,blanc,false
 798,Ecran HP VR4,392,32,2021-09-02,Non Disponible,hp,1.5,blanc,false
 799,Ecran HP VB6,142,19,,Disponible,hp,1.5,noir,true
 800,Ecran PC Lenovo D24-22,329,43,,Disponible,lenovo,2.5,noir,true
